sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89
1226B,143647,-0.06415878552333741,0.046976697150659566,0.0017460418072292295,-0.0028723596595882253,0.013597224234876302,-0.02777659637511749,5.343983154156398e-05,0.004401442413569397,0.008939018977678142,0.02287805488079753,0.003481497657241891,-0.00226226043638131,0.0037180043750220685,-0.0015535268129436403,0.0015333348753353618,-0.0002709968476195296,-0.0012396616197311063,-0.004659298008658679,-0.004867482527051308,0.005244215258509738,-0.004046125182101139,0.002316604317658884,0.001953662495455717,-0.004575230216538762,0.002460796592427858,-0.004125444509639921,0.0044165312981410045,-0.0038098131537066264,-0.0005474794923956115,-0.005653661523385371,-0.0019735827862247092,-0.0006914124676833022,0.0019686728766912798,0.0027572168825110337,-0.003931528672983814,0.0013801400720057024,-0.001195741096085141,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226C,143648,-0.07473230093397229,0.038411834945225334,0.010676517113843202,-0.0007558660933652497,-0.019424741041778177,0.008723724449588976,0.030381707979302373,-0.023381864339640956,-0.006634753612498412,-0.00532364742360083,0.005978761511796693,0.0074729266588394756,-0.01418934968188299,0.00592917443927088,0.01666688043842142,-0.013655917260445669,-0.005935800255713858,-0.0010546143044427,0.001468847052791193,-0.011794654229966322,0.014838631143682028,-0.00514999992005739,-0.008541914908398531,0.0016080636631123416,-0.005599279000050846,0.0007784606455871233,0.003616228386700813,-0.0038710477843590823,0.0014266122027352497,-0.002672607498588577,-0.004379518630880022,0.003525876172831882,-0.0027802217955157525,0.002128669777716351,-0.0008585347127559581,-0.0009782329729923589,0.0013825782276392165,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255A,143649,-0.10425118719832865,-0.10126662914238227,0.014426113452395433,0.06993985199487765,0.019639750666331616,0.009899345251828092,0.03886390632323442,-0.012243688522546368,-0.0015397524753047065,-0.00341193169758436,-0.003100523281039977,0.013714253670230643,-0.0121765638352632,0.0189125190803308,-0.0002599153770296994,-0.004418403924786437,0.002289700170847726,0.0017901814404945747,0.003564316066563172,0.004684345487676611,-0.0039783595930611825,-0.01663273184947384,-0.005054421344182788,0.004244910802310513,-0.0011642889171803248,0.00806817616012061,-0.005180151059358529,0.005410253048379959,-0.01215864746688734,0.0011828437366060971,-0.002622839645105037,-0.002534370552797298,-0.0001920267482711089,0.0005483270714810152,0.00047403005609754297,-1.2371168506475553e-05,-0.00010670511119417946,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255B,143650,-0.056211035625634426,0.037628909936953156,-0.01632850796026974,-0.005582810740883724,-0.051397727564923806,0.011416887604857559,-0.00786630755015453,0.002938326866277792,-0.021411377335088945,0.011235118326481542,-0.009185184429339839,0.013210362476817115,0.008850424286872733,-0.00939304442919895,0.011112921760592887,0.004803500858403533,-0.0018199483423174674,0.009765364549532194,0.006228183019913573,0.018822862388851,-0.013475936446838586,-0.000513494790558811,0.003572764805521549,0.0014939610297358906,-0.003852509611890354,-0.002284758437734428,0.0010134459283699018,-0.0057606631010219496,-0.0015555060870581598,0.0028382628454152446,0.004171262147630974,0.0022919964752019417,0.0007533007681000914,0.0013906832327671326,-0.0009856442496226003,0.0012445686762290594,0.0010226098545426938,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262A,143655,0.4801103560208794,0.04222436272515818,-0.09964377759334836,-0.03795171910642095,0.07660158804382625,0.07545496231287452,-0.0051433880657732155,-0.032087291905962635,-0.02212110258234496,0.05364209586792181,0.008418645583653168,-0.0005089142522757055,-0.014201364305500185,0.019503623738927098,0.02368725872705658,-0.003617678713913211,0.0018022892191541366,0.002297457035505377,-0.022593830554943198,0.019128973363979947,0.014432416852508395,0.00294665562741213,0.005045622060481088,0.0021416459688944423,0.0022480089477508736,-0.000979390997401883,-0.0013615967247784448,-0.00046480996209998307,0.0014756857788478246,-0.0005156109768433109,0.0008035164018939181,0.00032319449020854255,-0.00027770912306776806,0.00021502158379369088,0.00013525899947746688,-0.00037587795521185297,8.286039828656461e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262B,143656,0.39737933872943487,0.01879943745226575,0.008558236011978802,0.14953092042230517,0.08060674080438615,-0.10423879638423163,0.0322422840212958,-0.01712523016847273,0.005395481848468033,-0.0014542933424338618,-0.027199170380641076,-0.007365269442667203,-0.009069850498446743,0.007921021028088547,0.004858694131027556,0.014562201017642945,-0.005765975157579126,0.008975710413129463,-0.003243739512302658,-0.0010323087952516382,0.003984038854999606,-0.0034738323399358395,4.445230994976726e-05,0.0016861704195212206,-0.0002543138703775085,-0.0008979002615936887,-0.0004093503604182985,-0.0007913997041245467,-0.0007395909368455978,0.0007902506669210433,-2.4980367456663528e-05,8.547905620579823e-05,-3.150414233962066e-05,0.00016263932357584498,-3.265760786525813e-05,3.1310237350128535e-05,-2.7090700734303045e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264A,143661,0.20332341966307602,0.05068174624288094,-0.03322878261833159,0.02747157694208236,-0.06309234105406897,-0.05103617309181293,-0.06728598863811996,0.028827146696920103,-0.004956529842929545,-0.05150398160779009,0.023152663960445703,-0.0031245252621147643,-0.03142590362918471,0.016524316348896038,0.0015666071692684485,-0.01323470883367225,-0.010566545871765205,0.013833569885846863,0.006858247385932639,0.030546497660534487,-0.010045529734794927,0.0039749496263179265,0.00307160218440706,-0.007794445563675863,-0.0002654808018315713,0.0022397699483177546,-0.001887918954251006,-0.0004964108195747569,-0.0009169004363458775,-0.001158543265584668,7.871815320079178e-05,-0.0003334195664173478,-3.8755525587596615e-05,0.00029364065012421766,0.00033222711620942597,0.00015548065244245114,0.00023180510783990505,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264B,143662,0.3997563243356442,0.01899072371323302,-0.0954713632345844,-0.021260066711375054,0.056558821901241715,0.03193435327463922,-0.03405763233251138,-0.015045885125944498,-0.012977958183510451,-0.019405974502781687,0.028235868168396766,-0.008271140784711488,-0.02072890897659044,-0.005691235532408498,-0.02424323388642641,0.02396264624992207,0.005098698169194672,-0.01852710279888432,0.024534438349916775,-0.028398448230643223,-0.016128781514110662,-0.011383075800009131,-0.0069299264025521655,-0.004748307275962743,-0.006388278416477273,0.0001392144122100101,0.0015203050167051592,-0.0006825049250273341,-0.0016877522670202458,0.00042773776347418505,-0.0004439546347255294,-0.0005562249263996108,0.00029443322666177093,-0.0004509592619877934,-0.0002096591620013863,0.0003795412515285095,-0.00016469904892603868,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264C,143663,0.3616830802823764,0.040638992273424795,-0.11392069205536186,-0.08195231008572328,0.00328958452981438,-0.0818068370385328,0.06178303486733693,0.017410899162865905,-0.0020190218520706976,-0.010993667964169769,0.0507558066177936,0.0009139493634646855,0.03590929597628506,0.0026414316767708864,-0.018937498271946115,-0.001615910878727189,0.00022764104013074093,-0.003354902271569867,-0.008528356504697486,-0.0024324121462398216,0.0031000005870314303,0.007983004524777041,-0.00803954498711205,0.008191185321769554,0.0021206448668604164,0.0037711704043674557,-0.00047656887202708153,0.00046816678941491566,0.00025028262937849013,-0.0005988381021135127,0.00013095644952169905,-7.900535999243343e-05,0.0006112908270379319,-0.0001399031607833956,-2.3523199366133992e-05,0.0001952392933028951,8.695418523626217e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127A,143664,-0.052298928706872354,0.045044624755203884,-0.009137825574238038,-0.01149241672060313,0.003761820916662168,-0.02087032976846295,-0.006281793281493996,0.005382668013356406,0.01864166198831203,0.017818401698553445,0.0002479836830275301,-0.003742180089292294,-0.0018756369853685935,-0.001851156547113232,0.008562589368871774,-0.0024181403047869774,-0.0018315508894695932,-0.0002917228788272251,0.008840601092726984,-0.0027834459635598715,-0.002802445911432596,0.007971213382521101,0.004447771140855415,-0.0003596916419468085,-0.009524661817559406,0.0026475197175815307,0.008414334430641338,-0.005803963877537965,-0.006714097078491608,0.0020326893936534756,-0.0028171350528255145,-0.001563326574754392,-0.003979062410451562,-0.0025229789017841855,-0.0017930175526659382,0.0009868962033416407,-0.00029151971084180963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127B,143665,-0.069221518856051,0.046486118353719616,0.00046120759657505454,0.009830976581794269,0.026027044168583573,-0.009304172491506637,-0.0005711293194974826,-0.0018841855796860934,-0.015663555436485163,-0.00653649768745846,0.00681355642632418,-0.013186199477477387,0.01685290480622165,-0.00947078094052992,-0.0114400692388753,0.012034949598161164,-0.0059178595565324635,0.0007923743417111234,-0.010993543646690633,0.0017750538734112534,-0.009301294512863385,0.0004625338205706892,-0.005656042318150664,0.0030332737856057857,0.004880478872735554,-0.005023036591163137,-0.00870073512430661,-0.00503170888392055,0.002425581725353777,0.0007188860919576484,-0.0013663690121731885,0.004344528038837637,-0.0018689595385244122,0.0005900437649823401,-0.00015488816768624718,0.0022266183703516405,-0.0005781767972936481,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127C,143666,-0.06716146651448787,0.054835811880955605,-0.014263178437860546,0.007883520518539461,0.016700228053710166,0.001235140769036522,0.00028947944204328575,0.008875058454844684,-0.009757848716809606,-0.011949959897637323,-0.004289105257459436,-0.0010833437930954874,0.0128951710208539,0.0062942712255168,-0.025620467722785777,-1.147588223379033e-06,-0.004101568175193433,0.003180054909207805,-0.004199779131087201,-0.007450566946356946,0.007663826299061238,-0.001834842338827842,0.0026523723761125223,0.004491346502750118,-0.011535914376048588,-0.0055387262529071005,-0.005132665309430271,-0.002345787425951728,-0.0030143873208302923,0.0020786872394815575,0.0013643374815008418,-0.002674717889285889,0.0006789519479740327,-0.005084850358779578,-0.0021184689518240533,-0.0004756419969000455,-0.0003361647637102803,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292A,143667,-0.04044317786325242,0.03487882481987289,-0.028210578134425377,0.009626385680050342,-0.010408428884005484,-0.01259301101475275,-0.026373829210345347,0.0059254857649061795,-0.016876675115082306,-0.002194144281707916,0.0030541310918359276,-0.002404524879131404,-0.004115170688447792,0.00881209343224993,0.022444216098635804,-0.00028090990361507093,-0.0051867774338680865,-0.006345101865249476,0.0061666485518510426,0.0038444420467748314,0.019769123565286626,0.010117999794427056,-0.008382383756067174,-0.0024078407637182207,-0.008198885010937917,0.0031812493587907993,-0.00596022032749183,-0.0027621877993666034,0.0029151477381106398,0.008569148424181125,0.00020178135174154474,0.0015183487883149054,0.0021591101249020103,-0.0003964990598352295,0.0009522365311712787,-0.00018142525204021563,-0.0009769045730948264,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292B,143668,-0.059253457658170555,0.030101140451952207,-0.0028534847214918245,0.004587390789649035,-0.018072934431625224,0.02169174366371719,0.022006484858833456,-0.01219288408739458,-0.007580762297280312,0.006165271385773273,-0.006164926966239442,0.0012204469533359864,0.008987298675350877,0.000317165855409179,-0.002699166024432422,0.00547215066395094,0.0042360333796800775,-0.006345633243228213,0.0013353111358182913,0.003220579225304101,0.00885876317327978,0.0024102949537692705,0.003446236276370172,0.0020433465597191466,0.00022448887590789337,-0.007989815988987575,0.0003264665530213943,-0.0027626234239227776,0.004031349382194709,-0.0022957156194985976,-0.002934438635497664,-0.0073636556487364346,-0.0046970302687835185,-0.00031060352141180046,0.002576095063437725,-0.0005085662444138248,0.0005003409712653488,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292C,143669,-0.08292280002394375,0.047329883079742195,0.0161659629837765,-0.005212924368324942,-0.02309893348016809,0.014231383699687376,0.03438171082760194,-0.025276502223343565,-0.004119892788242319,-0.0095043892634227,0.006998797346886295,-0.0038428805394793253,-0.005143431873434719,-0.0038577535986930598,0.00436756507624857,-0.007597872415477199,-0.006075884503943013,0.004852523827181982,-0.005759013361320526,-0.008878695913485697,0.003939657565548364,0.002450590792430627,-0.008240497219566531,0.007643230246108368,0.007357131166818803,-0.0006207169679610238,0.004395156128773143,-0.006559914013262205,-8.129466160342288e-05,0.00047573821306956906,0.0029783349353582275,-0.002543332274300776,-0.0023464326270112783,-0.0025179386623008317,0.0026864185978217516,0.0036700350608596826,-0.0008460263435466775,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151A,143676,-0.08261598312539548,0.011125325665972192,0.008440865410685991,0.006377633267097637,0.03577370017045426,0.014461366973272063,0.025342349362967274,0.03351956634717166,-0.015290693027737409,-0.02729961364750456,-0.00435826521461726,-0.022563116999316502,-0.0007209559077875778,0.004102917706240296,0.009989048389973686,0.009144610762481513,-0.0050044350730905325,-0.013649046132668737,-0.005522523373007585,0.008201839805610267,-0.0062282470760335416,-0.0014556822440364762,0.0038310619391502417,-0.0009976755104802264,-0.0011905336811428818,-0.0012454505843123127,0.005502143633547183,-0.007732470616063331,0.00163447118187575,-0.0038854673398048315,0.0048278285754052444,-0.0016150812363938617,0.00035587087009266425,0.0005652327340402173,-0.0008166777150252498,-0.00010779497550444878,0.0006585379212946536,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151B,143677,-0.04368453719800818,0.035442813609618075,-0.03497531131004601,-0.003964754443960493,0.013944094170767455,0.013454807984043438,0.0014266011013244061,0.010859736745755683,-0.008095513221857094,0.01110877260059661,-0.003630698413592015,0.013529899458477546,0.0013216101800628437,-0.006859094434883003,-0.0017669099692094077,-0.008484285727550878,0.022649121360857925,-0.002434206231185871,0.007774285985200519,0.006067378659780107,-0.003455535199300837,-0.0007402379103280953,0.0005996701612343349,-0.004633474363274123,3.40156249996824e-05,0.007757329742781317,0.005001411640399941,-0.0005995015969040257,0.0018815025922517762,0.0035116645397786747,0.002268997009807535,0.003543627297835267,-0.0044726131216069704,-0.0008773403241272407,-0.002299810298769631,-0.0018533404891435074,-0.0023572476740345667,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151C,143678,-0.04639910664608193,-0.043003334372837494,-0.04055869469522594,0.009636697377769407,-0.0074239366558603,-0.012876333592928994,-0.08213433245799537,-0.027278628255751274,-0.021151381508343826,-0.025210103616088362,-0.009948994998894073,0.010688488878925066,-0.014816547985830479,-0.018748662533776644,-0.00042749574770523975,0.0030477465306850554,-0.008003758419669674,-0.013279200829726147,-0.016866203537735915,-0.0006574549995915363,0.00624865720437886,0.002027212236598203,0.0023189237517481586,0.006759738378121497,-0.002030387104529384,-0.008829566135657501,0.005751059405579593,0.002383665993665937,-0.005264268013206983,-0.004666566490359117,-0.0001933203125883568,0.00010548753361193914,-0.002536548226408364,-0.002156112359494731,0.0005072903902516439,-0.0004470198169124081,0.0007036499333663406,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160A,143679,-0.06796858885142569,0.03823050193504357,0.010564900941871114,-0.011349450335634621,0.02007051057739601,-0.03652740611605976,-0.004803225662037596,-0.004022057285880305,0.003030281094674586,0.018078836237468504,0.008085396924754516,-0.022124191231930438,-0.011280251802779277,0.00923805612150674,0.009927799138387296,0.011642084567521773,-0.0008755563379295677,-0.00016322835364054574,0.0031500292038534705,-0.004587498061363828,-3.617491835897142e-05,0.0032260609162773346,-0.0008077827582869359,-0.004465238372167367,-0.0013199963680020704,-0.00010818341438692884,-0.005876022718974797,0.005183713455880973,0.0030128647943006752,-0.003974072308937795,-0.0033630571837692715,0.005240553991588607,0.00040924380772633,-0.0012387897711668234,-0.00011467627929354987,-0.0010746163458372254,-0.0007584608438454293,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160B,143680,-0.05162170819564273,0.045150477425644764,-0.012578948380400433,-0.013218172663951271,0.010242477968841755,0.010720056849651542,-0.0005067170273382218,-0.011765371581038199,0.004281743737535429,-0.016850347980465218,0.012085931291392817,-0.01376865078495851,0.01852151641181222,0.017239935449991976,0.0038716043458202646,0.0003408531143277032,0.008720674125552925,-0.0053306708159226515,0.0006989117748219665,0.007801866449652734,-0.004138318034783733,0.0180205803831269,-0.0016709755364743002,-0.0027257121048724687,0.010048763513707492,-0.005734921201254729,-7.28214792334952e-05,-0.001868252078003483,-0.005188418111954615,-0.0003564007920984107,-0.004079399702878128,-0.0011541307447430434,-0.002469372819075851,0.0029948408161308924,0.00023463268521580925,0.0008190142012090306,-3.822247696847786e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211A,143682,-0.0655685652174361,0.04803648258153256,0.005304905910695471,-0.00425296007064319,0.012567051336389473,-0.022663754172215948,-0.0007024197734031744,-0.0004197976761558873,0.0103448186061831,0.013580557938733084,0.00541240764574223,-0.006398191681330785,0.0034369569210573677,-0.0002501754419202317,0.00410250876073735,0.005069855244169643,-0.0032303193611977372,-0.0006332445557194922,-0.0029780306424858983,0.0033265106709462447,-0.002032757721373138,0.005639863100736804,0.003228737567888029,0.0016554391786254572,0.005824663496721014,-0.0015344423930631487,0.00540045535324977,0.005464619445033552,0.002122219242166669,-0.0029551084847048493,0.00401724362430546,-0.00235404857628618,0.005006032878206136,-0.0014743275729496388,0.0034835973923815658,0.001112273683263486,-0.0009268412365984849,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211B,143683,-0.07102465539467477,0.05043020880829683,0.01131598996329542,-0.010506521166235943,0.016207267813057594,-0.02928168487763533,0.0034820387984126526,0.0007409472959680243,0.011403500984841958,0.007470421231880139,-0.008737571841181157,-0.0060873747010083195,-0.002062362137351113,-0.0028295997675752676,0.0002781765279278879,0.020917275754677146,-0.0049293017131571614,-0.0019788799918359743,0.0018183933513627657,0.005471176366759074,-0.003077121112507625,-0.0006504526259723639,0.010028582737037075,0.007491035515393798,0.007201537624054933,0.0006953605347240847,0.0005760072338271477,0.008469930245351477,0.004383854243024049,0.006017428160327252,-0.0016380082415958137,0.00021221562321306148,3.423464773774552e-05,-0.00048397396722612944,-0.00025388278051379973,-0.0016624812506953314,0.0026934856431681154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211C,143684,-0.05879493013073351,0.05490726004444974,-0.03460779817507169,-0.021130509263150278,0.006254256390788495,-0.00020222304032917803,-0.037946188594535656,-0.01159476640131225,0.018049325824208175,-0.020074155381202535,0.005709892765191582,-0.027518213193870034,0.049356626808643576,0.002340528544788046,0.03280150290905788,-0.0011809469665379694,-0.015603771294357794,0.019638189748390447,0.023094030784555963,0.00619665275719937,-0.0006099807705722488,-0.022790512064726594,-0.009589675287995536,-0.010066314420209067,-0.011564688027254697,0.0013231735696175495,0.005050866177485706,0.00658329717404507,0.006631428152040183,-0.0046838607181005475,-0.0021482652836263636,-0.0008439974945309034,-0.001558801615361475,0.0003838104636870067,8.962003800063028e-05,6.665877029243853e-06,-4.566310240420608e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
