sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89
1222B,143644,0.019626518811148772,-0.03433312072982276,-0.00985350968697063,0.005681044946935432,-0.002027274857444439,-0.002090942670743707,0.0019582710916540894,-0.00022519693730716666,-0.024712906027238465,0.0063210081208347115,0.0015874769879364549,-0.020614075308784983,-0.005378486959880513,0.007836592300501679,0.0048362928413453595,0.008726612209508608,0.0002990854543333808,0.01251643105836916,-0.01297418864905155,-0.006113729901545241,0.009079999683421918,0.003042427155274817,-0.008312466934199727,-0.002220995911849906,0.008064755106733816,-0.00868022377394576,-0.0008797443551132484,0.00024456772846816215,0.00532108296336553,-0.002724118705331352,-0.0027473225689397915,0.00023506568240892943,0.0015382641538540635,0.007620419163844125,0.0034568107726320207,-0.0008094296479444835,-0.003277579799437677,-0.0008125459050494013,-0.0011558821561606421,0.0006372153915480505,0.000852686065086797,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222C,143645,0.011856852507186507,-0.025920587710252248,-0.011539411106577406,0.0026088852296831107,0.005116509106121525,0.002330011852686087,0.007904077864510648,-0.007617843062087898,-0.031026430871132785,0.010168313387273765,0.007732771975769681,-0.005564736915295438,0.0031485382245873186,0.02013370833954327,0.00574905348278025,0.018312591523974624,0.004440437021548538,0.006940968860432706,-0.0019922560313966257,-0.0008675480946324994,0.016283718706947066,0.004664092826625008,-0.006534370181825668,0.007142229195835885,-0.007008400378849213,0.0042453537950892985,-0.0037430701649212254,0.00584715286979984,0.0032655996088109965,-0.004481704351427195,0.0029424984697117708,-0.002219526518960355,0.00017095871642070024,-0.0006352355726895263,-0.005140735912444425,0.008323359260254959,-0.0010209712483229057,0.0003127703843974801,0.0006991166383606824,6.47967518872598e-05,0.00019338885160505762,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226A,143646,0.0178427693962508,-0.03689872475612069,-0.013059803744182544,-0.0049500822687801194,-0.0006520949939327461,0.01445500510402705,-0.003003349147842288,-0.005824640479066236,0.00017661181166349712,0.0007879338602732363,-0.004801148743306438,0.0028228692575440035,-0.008733371328178799,-0.004369510577025743,-0.017875520268168375,-0.0040870894085842,0.013356100872299976,0.003528850724485448,-0.0015054835531680686,0.0019415656438855446,-0.007083574327364024,0.0029960324898555854,0.008359143940207581,-0.006350429415563002,-0.00232662228475851,0.004589544503021957,0.006471491913503467,0.0006761582165052178,-0.007975837147317564,0.006988282773169518,-0.007637127073783289,0.006181745396279871,0.002320493125326016,0.004924028318551404,0.0013102889127113795,0.004662181121738959,0.0013097144360129666,-0.0027940151403256534,0.0016079503778334747,0.0007386654572368356,0.0004290932910220276,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226B,143647,0.016907886723851514,-0.03933759786219158,-0.012404606535010815,-0.003511195789673498,-0.0003737504894449738,0.009280026985090785,-0.011724449705878322,0.001088447074108085,0.01811063812755833,-0.004117479747732622,-0.00693227678499767,0.014902359588251457,-0.0009277439136986477,0.001386518179073077,0.010295164069985933,-0.004622652970916819,-0.00280474550136024,0.0026430719129806528,0.00303056763316045,0.0011237177257065385,0.006940340940935623,-0.00024314130612690507,-0.006343590867051338,0.0010471308111790656,0.002310475028722711,0.005968849477587575,0.002604104374828659,0.0002303607268875456,-0.007412011297919836,0.00024171491058370945,0.001203734172298792,0.0007833463782318767,0.0030548367788184928,0.003472353487986526,-0.001724359656761137,-0.0022093214455996078,-0.000521640531957504,0.002532565668268684,-0.0004924893707530284,0.0014176953360613216,-0.0006103471776618429,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226C,143648,-0.015150648407470449,-0.024084510678416465,0.020998314710583214,-0.01526341574781604,0.02207827449950368,0.020274434498299253,0.004065686367869337,-0.008598494217687075,0.0005810439128176557,-0.0007992639379685028,0.00045283237579421217,-0.004217807578340936,0.0017850058567159502,0.005496704007413537,-0.028026014364667635,-2.2262331123855245e-05,0.0055915859740522725,-0.002137507253595514,-0.007403638157146308,-0.005197046471169144,-0.008320418039643104,-0.0009597950916968141,0.0076660023228318445,0.0026326255675280068,-0.0016430938572237128,-0.0010612642645484044,-0.008249798808413807,-0.009788854097581186,-0.0052668629924861494,-0.010433989406166638,-0.004695525395689654,-0.0009742443711825443,-0.0017351698975793604,0.0010876445715411079,-0.0010169526749175737,-0.0004137169623557198,0.00010710827616047191,-0.0016409518242261317,-0.0013959040526018486,0.000477480916514187,-0.0004274960531690528,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255A,143649,-0.1374795269326671,0.030708603731237204,0.026898438923852904,0.03144454136154579,-0.00392986377130845,0.0072630577098805734,0.009483801858952633,0.006017272722938061,0.00405442330343515,-0.0010540631289910195,0.01538302550769337,0.0033568368720233834,-0.01511603208898083,0.0003800675895232075,-0.007297323978191598,0.0031624563920257883,0.002935279358467143,-0.007886397411412532,0.012867909733530853,-0.01901403045492761,-0.015837112252566756,-0.005625857272152768,-0.010079806268610034,0.018842047788465346,0.007373543431414968,0.006731669313174549,0.010714528284576974,0.00609898409279478,-0.0014272875584394773,-0.008746866011330593,0.007867314093670703,-8.779910737027407e-06,-0.005502813736306027,0.004258211844975238,0.005210190135124897,-0.0008415570223262797,0.0010418862217667138,0.0015165029056071438,0.0021838121710983024,-0.0003299334901485102,-0.00027715414340487017,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255B,143650,0.00023592986958398412,-0.02348671250817218,0.03862933610489357,-0.011655015174320169,0.030105525027401932,-0.034868469915279976,0.006721237251572651,0.0001452776937091846,-0.011013878640631504,0.013324557035769758,-0.010610623696220125,-2.6241526748789618e-05,-0.0018228964356638807,-0.015691119203703776,-0.0007982667168203019,0.01470442556536775,0.010252380777600082,0.007217646033302439,0.0111350449326846,0.014539737682890914,0.005923410758727187,0.00921115659311386,-0.007855256844518982,0.008636555202734441,0.005299804181104994,-8.10865817147267e-05,0.0006114576519507435,0.002377325693957958,-0.005470524980196393,0.003211823065892148,-0.002943164911383914,0.002106661137130459,0.0037154665541915925,0.004896452716321126,-0.0040173651939784385,0.00019100763132086167,-0.0005589204075072626,-0.0009651049053501554,-0.0004880795175185022,-0.00010256860705599443,-0.0005320817993022544,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255C,143651,0.10972857903275274,-0.012997388123850375,0.06136008700219699,-0.010281665628217643,0.009820299329502326,-0.05776251634030207,-0.04683048642863165,-0.06187857168999903,-0.05865906025369836,0.004201793899472939,0.02007653503136714,0.005109794002873038,0.01563884507718141,0.030572533231803273,-0.001546941933947287,0.016003989352139904,-0.020761776563254435,-0.00527149206699774,-0.005914495816526741,-0.007287665157156949,-0.001356756913797292,0.004716392728419877,-0.0034676843863481565,0.0018256116869899601,-0.0035591111057685925,-0.0002824617748230182,0.002008944673458079,-0.0013582466245484536,0.0013349714239842768,-0.0019050489877432014,-0.0003918021128996615,0.004176724150098658,-0.0008775959926656928,0.000187502815273389,0.0007513918510035156,0.0005468094647292305,2.4846721475561716e-05,0.0009968059200399291,-0.0002564572081396138,-4.1030184461836605e-05,8.267470915909289e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262A,143655,0.22971473976921133,0.1055097795564317,-0.06406675676338776,0.005323552899893874,0.030243490974406127,0.0323523408601398,0.07060745360431478,0.017019934503975823,-0.003992940862028609,-0.024794604105667195,-0.05255274576500447,0.026598686266989174,0.005998135766577378,-0.0032778451741023234,-0.0029486843634933587,0.021384224126775618,-0.00783194998146535,0.00047136011593613806,0.0036706202623811913,-0.008418587945213572,0.0022805607240506415,-0.014741820324450447,-0.011455860840627035,-0.005198978357345371,0.0009058908132659403,0.004617532554356839,0.0018051471263447044,0.002744281218282348,-0.005795192133102392,-0.003837416026061218,0.0006236612632986759,0.00036611196811602676,0.00010231315018870678,-0.0003474530482563754,-0.00012896869323803775,-0.0011848119218117155,0.0006034025703074899,-0.000824866579451765,0.0004952424500895195,0.00011684568335859521,-4.811973146442974e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262B,143656,0.19157325601501,0.10077963836278267,0.0008798166574953252,0.09786476722492046,-0.03813207009082863,0.0068702523960526875,-0.032404742375001794,-0.006531718581079889,0.014665544623913732,-0.03484421828219291,0.021701380368742675,-0.005112529648991384,-0.023652416431285714,0.024656481609424217,-0.0038606432104637206,0.02599324091948763,0.00032994557173821087,0.003252373227068989,0.01095341586618488,0.004892911056662727,-0.006216664136259978,0.0010393985161122451,0.009771795245047024,0.0038766754380812124,-0.00045775949241333517,-0.0030793169341885016,0.0023276069699912838,-0.004880778151637045,-0.0029677334236454713,-0.0006696936321414889,0.00168646819041528,-0.00017334338598546986,-0.0006236687327289213,-0.0018457530813950284,-0.0007585333095217117,-0.0009621143007714497,9.056693618434474e-05,-0.00020626474182927564,0.0006523642569981073,7.289463824361e-05,1.2017927777390453e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264A,143661,0.15047234200197332,0.02407308004415885,-0.027766342578671794,0.020569589172742195,0.029272883664685053,-0.07790921457975263,0.009914872424910574,0.019876833645979353,0.029775754160814086,0.02730788399114465,0.027397102973253738,0.013484177921978924,-0.0084807734726669,-0.025917272537269692,-0.022194299564162676,0.010380683964234711,-0.008121146478242587,0.018705840249548304,-0.0002673146380196783,-0.010556214314662414,-0.00636077428238738,-0.009684851276401039,-0.005695057181222492,0.011436178543054525,-0.006938028986995845,-0.0005699807530957273,0.004126322910216813,0.0011636662763648503,0.00012148238530895878,0.005663819296045748,-0.0029565027758120714,7.014420596589668e-05,0.0028671233136086383,0.0013163577664244974,-0.003583332095277516,-7.843579593318686e-05,-0.00023720555905553726,-0.0006475111885343915,0.00012020618786007786,-0.00014407978525409198,-0.00013902769571505827,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
