ITS2 type profile UID		179282	179711	179487	179488	179186	179483	179267	179284	179196	178820	179750	179274	178571	180157	180156	179998	180160	180158
Clade		C	C	C	C	C	C	C	C	C	C	C	C	C	D	D	D	D	D
Majority ITS2 sequence		C17d/C31	C31	C31	C31	C31/C17d	C31	C17d/C31	C17d	C31	C15	C15	C31	C17d	D1/D4	D1/D4	D1/D4	D1	D4
Associated species		None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
ITS2 profile abundance local		41	15	14	6	6	5	3	2	2	1	1	1	1	52	32	3	1	1
ITS2 profile abundance DB		389	48	110	45	138	92	70	24	82	115	6	30	19	154	856	70	55	4
ITS2 type profile		C17d/C31-C21-C21ac-C17e-C17f-C31.9	C31/C17d-C31.1-C21-C31a-C17e-C21ac-C31.10	C31/C17d-C31.1-C21-C31a-C31f-C21ac-C17e	C31-C17d-C31.1-C31a-C21-C31f-C21ac-C31l	C31/C17d-C21-C31a-C21ac-C31.9	C31-C17d-C31.1-C31a-C21-C17e-C31f-C31l	C31/C17d-C21-C21ac-C17f-C31.9	C31/C17d/C21-C31.9-C31.5-C21ac-C31a-C17f	C31/C17d-C21-C31.9-C21ac-C31i-C31h	C3/C15	C15/C31-C17d	C31/C17d-C21-C31k-C21ac-C17e	C17d/C31-C21-C17e-C21ac-C17f	D1/D4/D1ab-D6-D4d	D4/D1/D6-D1ab-D3h	D1/D4/D6/D1ab	D4/D1-D6-D1ab-D17d-D17j	D4/D1-D6-D3h
143713	386B	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9585454545454545	0	0	0	0
143721	497A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9528301886792453	0	0	0	0
143631	120A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9524553184105501	0	0	0	0
143632	120B	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9520190023752968	0	0	0	0
143646	1226A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9510567296996663	0	0	0	0
143682	211A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9505494505494505	0	0	0	0
143647	1226B	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9504162142598624	0	0	0	0
